id,severity,title,description,iacontrols,ruleID,fixid,fixtext,checkid,checktext
V-27056,medium,System security patches and updates must be installed and up-to-date.,"Timely patching is critical for maintaining the operational availability, confidentiality, and integrity of Information Technology (IT) systems. However, failure to keep operating system and application software patched is a common mistake made by IT professionals. New patches are released daily, and it is often difficult for even experienced system administrators to keep abreast of all the new patches. When new weaknesses in an operating system exist, patches are usually made available by the vendor to resolve the problems. If the most recent security patches and updates are not installed, unauthorized users may take advantage of weaknesses present in the unpatched software. The lack of prompt attention to patching could result in a system compromise.",None,SV-783r3_rule,F-31409r2_fix,Install the security patches or updated packages available from the vendor.,C-35106r3_chk,"Obtain the list of available security patches or updated packages from the operating system vendor. Check that the patches or updates have been installed on the system. If there are patches or updates that have not been installed, this is a finding.

"
V-11995,medium,"Default system accounts (with the exception of root) must not be listed in the cron.allow file or must be included in the cron.deny file, if cron.allow does not exist.","To centralize the management of privileged account crontabs, of the default system accounts, only root may have a crontab.",['ECPA-1'],SV-12496r2_rule,F-11256r2_fix,"Remove default system accounts (such as bin, sys, adm, or others) from the cron.allow file if it exists, or add those accounts to the cron.deny file.",C-7960r2_chk,"Check the cron.allow and cron.deny files for the system.  If a default system account (such as bin, sys, adm, or others) is listed in the cron.allow file, or not listed in the cron.deny file if no cron.allow file exists, this is a finding."
V-24357,low,The system must be configured to send audit records to a remote audit server.,"Audit records contain evidence that can be used in the investigation 
of compromised systems. To prevent this evidence from compromise, it must be sent to a separate 
system continuously. Methods for sending audit records include, but are not limited to, system 
audit tools used to send logs directly to another host or through the system's syslog service to 
another host.
",['ECTB-1'],SV-30025r1_rule,F-27394r1_fix,Consult vendor documentation for the settings required to configure the system to send audit records to a remote system. Implement the configuration settings. ,C-30814r1_chk,"Consult vendor documentation to determine the settings required for the audit system for sending audit records to a remote system or via syslog. If the system is not configured to provide this function, this is a finding."
V-22491,medium,"The system must not have IP forwarding for IPv6 enabled, unless the system is an IPv6 router.","If the system is configured for IP forwarding and is not a designated router, it could be used to bypass network security by providing a path for communication not filtered by network devices.",['ECSC-1'],SV-26166r1_rule,F-26300r1_fix,Disable IPv6 forwarding on the system.,C-29273r1_chk,"If the system is a router, this is not applicable.
Determine if the system has IPv6 forwarding enabled.  If so, this is a finding."
V-22490,medium,"The system must be configured with a default gateway for IPv6 if the system uses IPv6, unless the system is a router.","If a system has no default gateway defined, the system is at increased risk of man-in-the-middle, monitoring, and Denial-of-Service attacks.",['ECSC-1'],SV-26165r1_rule,F-26299r1_fix,Configure an IPv6 default route on the system.,C-29272r1_chk,"If the system is a router, this is not applicable.
If the system does not use IPv6, this is not applicable.
Determine if the system has a default route configured for IPv6.  If it does not, this is a finding."
V-22493,low,The NFS exports configuration file must not have an extended ACL.,"File system extended ACLs provide access to files beyond what is allowed by the mode numbers of the files.  Excessive permissions on the NFS export configuration file could allow unauthorized modification of the file, which could result in Denial-of-Service to authorized NFS exports and the creation of additional unauthorized exports.",['ECLP-1'],SV-26168r1_rule,F-26302r1_fix,Remove the extended ACL from the NFS export configuration file.,C-29275r1_chk,"Determine if the NFS exports configuration file has an extended ACL.  If it does, this is a finding."
V-22492,medium,"The NFS export configuration file must be group-owned by root, bin, sys, or system.",Failure to give group ownership of the NFS export configuration file to root or a system group provides the designated group owner and possible unauthorized users with the potential to change system configuration which could weaken the system's security posture.,['ECLP-1'],SV-26167r1_rule,F-26301r1_fix,"Change the group ownership of the NFS export configuration file to root, bin, sys, or system.
Procedure:
# chgrp root <NFS export file>",C-29274r1_chk,"Check the group ownership of the NFS export configuration file. 

Procedure:
# ls -lL <NFS export configuration file>

If the file is not group-owned by root, bin, sys, or system, this is a finding."
V-22497,medium,The /etc/smb.conf file must not have an extended ACL.,"Excessive permissions could endanger the security of the Samba configuration file and, ultimately, the system and network.",['ECLP-1'],SV-26172r1_rule,F-26306r1_fix,Remove the extended ACL from the /etc/smb.conf file.,C-27808r1_chk,"Check the group ownership of the Samba configuration file.
# ls -lL /etc/smb.conf
If the permissions include a ""+"", the file has an extended ACL and this is a finding."
V-22496,medium,"All NFS-exported system files and system directories must be group-owned by root, bin, sys, or system.",Failure to give group ownership of sensitive files or directories to root provides the members of the owning group with the potential to access sensitive information or change system configuration which could weaken the system's security posture.,['ECLP-1'],SV-26171r1_rule,F-26305r1_fix,Change the group owner of NFS exported directories to root.,C-29278r1_chk,"Determine if the NFS exported directories on the system are group-owned by root.  If any are not, this is a finding."
V-22499,medium,Samba must be configured to use an authentication mechanism other than share.,Samba share authentication does not provide for individual user identification and must not be used.,['ECSC-1'],SV-26830r1_rule,F-24073r1_fix,Edit the /etc/smb.conf file and change the security setting to user or another valid setting other than share.,C-27812r1_chk,"Check the security mode of the Samba configuration.
# grep -i security /etc/smb.conf 
If the security mode is share, this is a finding."
V-22498,medium,The /etc/smbpasswd file must not have an extended ACL.,"If the permissions of the smbpasswd file are too permissive, the smbpasswd file may be maliciously accessed or modified, potentially resulting in the compromise of Samba accounts.",['ECLP-1'],SV-26173r1_rule,F-26307r1_fix,Remove the extended ACL from the /etc/smbpasswd file.   ,C-27809r1_chk,"Check the group ownership of the Samba configuration file.
# ls -lL /etc/smbpasswd
If the permissions include a ""+"", the file has an extended ACL and this is a finding.
"
V-22397,medium,"The at.allow file must be group-owned by root, bin, sys, or cron.","If the group owner of the at.allow file is not set to root, bin, sys, or cron, unauthorized users could be allowed to view or edit the list of users permitted to run ""at"" jobs.  Unauthorized modification could result in Denial-of-Service to authorized ""at"" users or provide unauthorized users with the ability to run ""at"" jobs.",['ECLP-1'],SV-26050r1_rule,F-26252r1_fix,"Change the group owner of the at.allow file to root, sys, bin, or cron.

Procedure:
# chgrp root at.allow",C-29230r1_chk,"Determine the group owner of the at.allow file.

Procedure:
# ls -lL at.allow

If the group owner is not root, bin, sys, or cron,  this is a finding."
